article_id,full_name,sex,birth_year,city,state,country,continent,latitude,longitude,occupation,industry,domain,article_languages,page_views,average_views,historical_popularity_index
10310,Edward Gibbon,Male,1737,Putney,,United Kingdom,Europe,51.4649,-0.2211,Historian,History,Humanities,51,1480028,29020,24.6965
55641,Pope Sabinian,Male,550,Blera,,Italy,Europe,42.27333,12.0325,Religious Figure,Religion,Institutions,50,273209,5464,24.6959
63274,Arthur Schnitzler,Male,1862,Leopoldstadt,,Austria,Europe,48.21028,16.41222,Writer,Language,Humanities,38,1722647,45333,24.6953
181577,Eyvind Johnson,Male,1900,Boden,,Sweden,Europe,65.82556,21.69056,Writer,Language,Humanities,56,436696,7798,24.6951
856739,Arnold Böcklin,Male,1827,Basel,,Switzerland,Europe,47.56667,7.6,Painter,Fine Arts,Arts,33,1040860,31541,24.6945
24311,Pope Silvester III,Male,1000,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,46,303751,6603,24.693
329758,Arnaut Daniel,Male,1180,Ribérac,,France,Europe,45.2478,0.3397,Musician,Music,Arts,37,259542,7015,24.6926
46852,George I of Great Britain,Male,1660,Hanover,,Germany,Europe,52.28333,8.05,Politician,Government,Institutions,54,4409481,81657,24.6915
24061,Pope Boniface IX,Male,1356,Naples,,Italy,Europe,40.845,14.25833,Religious Figure,Religion,Institutions,50,529408,10588,24.6908
23686385,Gustav III of Sweden,Male,1746,Stockholm,,Sweden,Europe,59.32944,18.06861,Politician,Government,Institutions,34,1440132,42357,24.6903
59207,Pope Gelasius I,Male,400,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,52,878191,16888,24.6902
72947,Marin Mersenne,Male,1588,Oizé,,France,Europe,47.8114,0.1042,Mathematician,Math,Science & Technology,39,505540,12963,24.6893
24343,Pope Sergius III,Male,860,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,49,568704,11606,24.6893
900383,Victor Grignard,Male,1871,Cherbourg-Octeville,,France,Europe,49.63,-1.62,Chemist,Natural Sciences,Science & Technology,47,390500,8309,24.689
46762,Alfred Marshall,Male,1842,London,,United Kingdom,Europe,51.4986,-0.0757,Economist,Social Sciences,Science & Technology,39,1750047,44873,24.6884
24193,Pope Gregory II,Male,669,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,50,342891,6858,24.6879
19834,Mary Wollstonecraft,Female,1759,Spitalfields,,United Kingdom,Europe,51.5166,-0.075,Writer,Language,Humanities,58,3289218,56711,24.6877
45396,Rudolph Valentino,Male,1895,Castellaneta,,Italy,Europe,40.63333,16.93333,Actor,Film And Theatre,Arts,40,4141481,103537,24.6872
46732,Narses,Male,478,Other,,Unknown,Unknown,,,Military Personnel,Military,Institutions,30,344897,11497,24.6863
58548,Walter Ulbricht,Male,1893,Leipzig,,Germany,Europe,51.33333,12.38333,Politician,Government,Institutions,42,2265727,53946,24.6853
254015,Dale Carnegie,Male,1888,Maryville,MO,United States,North America,40.34528,-94.87111,Writer,Language,Humanities,38,3777638,99412,24.6852
90692,Emmanuel Lévinas,Male,1906,Kaunas,,Lithuania,Europe,54.9,23.88611,Philosopher,Philosophy,Humanities,38,1305951,34367,24.6846
17988,Laurence Sterne,Male,1713,Clonmel,,Ireland,Europe,52.3539,-7.7116,Writer,Language,Humanities,32,981483,30671,24.6846
10018,Edsger Dijkstra,Male,1930,Rotterdam,,Netherlands,Europe,51.91667,4.5,Computer Scientist,Computer Science,Science & Technology,47,1395051,29682,24.6845
308272,Chet Baker,Male,1929,Yale,OK,United States,North America,36.11472,-96.69833,Musician,Music,Arts,39,3651102,93618,24.6844
273557,Johannes Ockeghem,Male,1410,Saint-Ghislain,,Belgium,Europe,50.45,3.81667,Composer,Music,Arts,34,548390,16129,24.6842
24124,Pope Clement XI,Male,1649,Urbino,,Italy,Europe,43.71667,12.63333,Religious Figure,Religion,Institutions,57,826932,14508,24.6842
86655,Sergey Korolyov,Male,1907,Zhytomyr,,Ukraine,Europe,50.25,28.66667,Engineer,Engineering,Science & Technology,48,1313896,27373,24.6829
37185,Pope Leo VIII,Male,900,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,46,410269,8919,24.6829
314702,Ferdinand Tönnies,Male,1855,Oldenswort,,Germany,Europe,54.36667,8.91667,Philosopher,Philosophy,Humanities,40,891955,22299,24.682
65676,Anton Webern,Male,1883,Vienna,,Austria,Europe,48.2,16.36667,Composer,Music,Arts,40,1300571,32514,24.6813
25740,Robert E. Lee,Male,1807,Stratford Hall,VA,United States,North America,38.15167,-76.83972,Military Personnel,Military,Institutions,53,10928719,206202,24.679
54306,Samuel L. Jackson,Male,1948,"Washington, D.C.",,United States,North America,,,Actor,Film And Theatre,Arts,47,19076950,405893,24.6782
26444,Robert Louis Stevenson,Male,1850,Edinburgh,,United Kingdom,Europe,55.95306,-3.18889,Writer,Language,Humanities,68,13735073,201986,24.6773
69134,Tiglat-pileser III,Male,-780,Other,,Unknown,Unknown,,,Politician,Government,Institutions,34,390193,11476,24.6771
208596,Suleiman II,Male,1642,Istanbul,,Turkey,Asia,41.01224,28.97602,Politician,Government,Institutions,47,727173,15472,24.6759
454456,Saint Blaise,Male,250,Sivas,,Turkey,Asia,39.75,37.01667,Religious Figure,Religion,Institutions,38,1177485,30986,24.6758
2692,'Abdu’l-Hamid I,Male,1725,Istanbul,,Turkey,Asia,41.01224,28.97602,Politician,Government,Institutions,48,656000,13667,24.6752
957374,Gaius Lucilius,Male,-160,Campania,,Italy,Europe,40.75,14.78333,Writer,Language,Humanities,26,273305,10512,24.675
352118,Uesugi Kenshin,Male,1530,Echigo Province,,Japan,Asia,,,Politician,Government,Institutions,27,5395986,199851,24.6744
410201,Pope John VIII,Male,800,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,49,473924,9672,24.6741
142056,Madonna,Female,1958,Bay City,MI,United States,North America,43.59505,-83.88864,Musician,Music,Arts,94,19996250,212726,24.6735
39064,Casimir IV Jagiellon,Male,1427,Kraków,,Poland,Europe,50.06139,19.93833,Politician,Government,Institutions,30,1063640,35455,24.6735
599923,Vytautas the Great,Male,1350,Senieji Trakai,,Lithuania,Europe,54.61667,24.96667,Politician,Government,Institutions,33,863024,26152,24.6733
149127,Ferdinand VII of Spain,Male,1784,El Escorial,,Spain,Europe,40.58889,-4.14778,Politician,Government,Institutions,41,2862700,69822,24.6731
217513,Suharto,Male,1921,Kemusuk,,Indonesia,Asia,-7.81667,110.28306,Politician,Government,Institutions,66,3833180,58078,24.6728
421864,Pope Benedict IV,Male,850,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,45,348200,7738,24.6727
102739,George Armstrong Custer,Male,1839,New Rumley,OH,United States,North America,40.40167,-81.03083,Military Personnel,Military,Institutions,41,6026392,146985,24.672
84541,Antiochus II Theos,Male,-286,Syria,,Syria,Europe,33.5,36.3,Politician,Government,Institutions,31,231285,7461,24.6718
74377,Michael II,Male,770,Amorium,,Turkey,Asia,39.02056,31.28917,Politician,Government,Institutions,37,263091,7111,24.6704
167347,Jean Genet,Male,1910,Paris,,France,Europe,48.8567,2.3508,Writer,Language,Humanities,39,2278165,58414,24.6699
447303,Arpachshad,Male,-1000,Other,,Unknown,Unknown,,,Religious Figure,Religion,Institutions,27,264018,9778,24.6695
245698,Jan Žižka,Male,1360,Borovany,,Czech Republic,Europe,48.89861,14.64222,Military Personnel,Military,Institutions,28,810169,28935,24.6683
171850,Xenocrates,Male,-396,Chalcedon,,Turkey,Asia,40.98333,29.03333,Philosopher,Philosophy,Humanities,28,261419,9336,24.6677
262593,Joseph Brodsky,Male,1940,Saint Petersburg,,Russia,Europe,59.95,30.3,Writer,Language,Humanities,67,1186148,17704,24.6675
23853,Pope Honorius II,Male,1080,Papal States,,Italy,Europe,42.82111,12.60278,Religious Figure,Religion,Institutions,47,350388,7455,24.666
182611,Ildibad,Male,500,Other,,Unknown,Unknown,,,Politician,Government,Institutions,26,163280,6280,24.6653
333250,John Maxwell Coetzee,Male,1940,Cape Town,,South Africa,Africa,-33.92528,18.42389,Writer,Language,Humanities,68,2210700,32510,24.665
82413,Boris Vian,Male,1920,Ville-d'Avray,,France,Europe,48.8261,2.1933,Writer,Language,Humanities,37,3969016,107271,24.6648
356232,Ambrogio Lorenzetti,Male,1290,Siena,,Italy,Europe,43.31861,11.33056,Painter,Fine Arts,Arts,30,773215,25774,24.6645
348677,Kubrat,Male,605,Other,,Bulgaria,Europe,,,Politician,Government,Institutions,28,462157,16506,24.6643
396496,Otto Stern,Male,1888,Żory,,Poland,Europe,50.05,18.7,Physicist,Natural Sciences,Science & Technology,53,438620,8276,24.664
15308,Ian McKellen,Male,1939,Burnley,,United Kingdom,Europe,53.789,-2.248,Actor,Film And Theatre,Arts,49,14463626,295176,24.6639
30797,Tarja Halonen,Female,1943,Kallio,,Finland,Europe,60.18417,24.94917,Politician,Government,Institutions,70,2098324,29976,24.6624
355236,Jules Massenet,Male,1842,Montaud,,France,Europe,43.7519,3.9564,Composer,Music,Arts,36,1399715,38881,24.6618
44328,Ulugh Beg,Male,1394,Soltaniyeh,,Iran,Asia,36.43472,48.7975,Astronomer,Natural Sciences,Science & Technology,41,970133,23662,24.6617
52544,Aldo Moro,Male,1916,Maglie,,Italy,Europe,40.11667,18.13333,Politician,Government,Institutions,48,3454957,71978,24.6616
27786,Simon bar Kokhba,Male,100,Other,,Unknown,Unknown,,,Social Activist,Activism,Public Figure,30,630506,21017,24.6612
46079,Pope Lucius II,Male,1100,Bologna,,Italy,Europe,44.5075,11.35139,Religious Figure,Religion,Institutions,49,344115,7023,24.6586
14279,Hugh Hefner,Male,1926,Chicago,IL,United States,North America,41.83694,-87.68472,Businessperson,Business,Business & Law,38,20781134,546872,24.6573
98543,Syngman Rhee,Male,1875,Haeju,,North Korea,Asia,38.03333,125.71667,Politician,Government,Institutions,48,2471424,51488,24.6552
618870,Paulo Freire,Male,1921,Recife,,Brazil,South America,-8.05,-34.9,Philosopher,Philosophy,Humanities,28,5570496,198946,24.6545
332306,Anthony Giddens,Male,1938,London,,United Kingdom,Europe,51.6154,-0.0708,Sociologist,Social Sciences,Science & Technology,32,1560236,48757,24.6543
70026,Charles IX of Sweden,Male,1550,Tre Kronor,,Sweden,Europe,59.32667,18.07167,Politician,Government,Institutions,36,723969,20110,24.6539
37799,Thor Heyerdahl,Male,1914,Larvik,,Norway,Europe,59.08111,10.01639,Explorer,Explorers,Exploration,54,2882019,53371,24.6521
24120,Pope Clement VIII,Male,1536,Fano,,Italy,Europe,43.83333,13.01667,Religious Figure,Religion,Institutions,49,832205,16984,24.6518
53373,Emil Adolf von Behring,Male,1854,Ławice,,Poland,Europe,53.6,19.66667,Physician,Medicine,Science & Technology,52,646722,12437,24.6517
240951,Bernadette Soubirous,Female,1844,Lourdes,,France,Europe,43.1,-0.05,Religious Figure,Religion,Institutions,34,3712333,109186,24.6503
295998,Désirée Clary,Female,1777,Marseille,,France,Europe,43.2964,5.37,Companion,Companions,Public Figure,30,1012353,33745,24.6495
20604,Macbeth of Scotland,Male,1005,Scotland,,United Kingdom,Europe,55.95,-3.18333,Politician,Government,Institutions,31,323862,10447,24.6495
158664,Yip Man,Male,1893,Foshan,,China,Asia,23.01667,113.11667,Martial Arts,Individual Sports,Sports,27,10962714,406026,24.6487
220978,Giambologna,Male,1529,Douai,,France,Europe,50.3714,3.08,Sculptor,Fine Arts,Arts,32,675302,21103,24.6465
67385,Pope Damasus II,Male,1000,Duchy of Bavaria,,Germany,Europe,,,Religious Figure,Religion,Institutions,47,423893,9019,24.6463
54174,John Travolta,Male,1954,Englewood,NJ,United States,North America,40.8912,-73.97252,Actor,Film And Theatre,Arts,64,26801847,418779,24.6461
65444,Glenn Gould,Male,1932,Toronto,,Canada,North America,43.7,-79.4,Musician,Music,Arts,34,3596005,105765,24.6456
66069,Harald V of Norway,Male,1937,Skaugum,,Norway,Europe,59.85409,10.44304,Politician,Government,Institutions,59,3258124,55222,24.6455
157674,Bohemund I of Antioch,Male,1058,San Marco Argentano,,Italy,Europe,39.55,16.11667,Military Personnel,Military,Institutions,34,482035,14178,24.6455
30795,Thomas Paine,Male,1737,Thetford,,United Kingdom,Europe,,,Writer,Language,Humanities,57,6088817,106821,24.6448
104650,Oscar II of Sweden,Male,1829,Stockholm,,Sweden,Europe,59.32694,18.07167,Politician,Government,Institutions,38,1280986,33710,24.6429
18945023,Karl Landsteiner,Male,1868,Vienna,,Austria,Europe,48.2,16.36667,Biologist,Natural Sciences,Science & Technology,51,926603,18169,24.6403
948439,Mazdak,Male,450,Other,,Unknown,Unknown,,,Philosopher,Philosophy,Humanities,30,446383,14879,24.6395
165441,Paul Signac,Male,1863,Paris,,France,Europe,48.8567,2.3508,Painter,Fine Arts,Arts,37,1597224,43168,24.6394
21465,Niklas Luhmann,Male,1927,Lüneburg,,Germany,Europe,53.2525,10.41444,Sociologist,Social Sciences,Science & Technology,29,1970676,67954,24.6381
167150,Alfred de Musset,Male,1810,Paris,,France,Europe,48.8567,2.3508,Writer,Language,Humanities,43,2984825,69415,24.6377
62561,Theudebert I,Male,500,Other,,Unknown,Unknown,,,Politician,Government,Institutions,30,178734,5958,24.6377
167975,Peter Ustinov,Male,1921,Swiss Cottage,,United Kingdom,Europe,51.5424,-0.1734,Actor,Film And Theatre,Arts,44,3533670,80311,24.6345
81469,Paul Hindemith,Male,1895,Hanau,,Germany,Europe,50.13333,8.91667,Composer,Music,Arts,39,1513879,38817,24.6323
53855,Benny Goodman,Male,1909,Chicago,IL,United States,North America,41.83694,-87.68472,Musician,Music,Arts,46,3009401,65422,24.6319
87831,Shalmaneser I,Male,-1274,Other,,Unknown,Unknown,,,Politician,Government,Institutions,26,133772,5145,24.6295
173798,Ferdinand von Zeppelin,Male,1838,Konstanz,,Germany,Europe,47.66667,9.18333,Businessperson,Business,Business & Law,41,949869,23168,24.629
198606,Malcolm McDowell,Male,1943,Horsforth,,United Kingdom,Europe,53.83413,-1.64288,Actor,Film And Theatre,Arts,37,8440809,228130,24.6283
402593,Yazid I,Male,645,Other,,Unknown,Unknown,,,Politician,Government,Institutions,33,1863060,56456,24.628
24011,Pope Benedict V,Male,900,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,50,434244,8685,24.6276
336275,Jean Monnet,Male,1888,Cognac,,France,Europe,45.7,-0.33,Politician,Government,Institutions,33,1803310,54646,24.6276
208673,Mehmed V,Male,1844,Istanbul,,Turkey,Asia,41.013,28.984,Politician,Government,Institutions,46,1164725,25320,24.6272
55021,Josquin Des Prez,Male,1450,County of Hainaut,,Belgium,Europe,50.45,3.95,Composer,Music,Arts,37,1358264,36710,24.6269
43616,Arsinoe II of Egypt,Female,-316,Egypt,,Egypt,Africa,26,30,Companion,Companions,Public Figure,29,204311,7045,24.6265
2758154,Philip Kotler,Male,1931,Chicago,IL,United States,North America,41.83694,-87.68472,Economist,Social Sciences,Science & Technology,29,2754720,94990,24.6256
156005,Jacques Necker,Male,1732,Geneva,,Switzerland,Europe,46.2,6.15,Politician,Government,Institutions,32,1091793,34119,24.6233
165008,William Gilbert,Male,1544,Colchester,,United Kingdom,Europe,51.8917,0.903,Physicist,Natural Sciences,Science & Technology,39,880378,22574,24.6233
51884,Hosni Mubarak,Male,1928,Kafr El-Meselha,,Egypt,Africa,30.52,30.99,Politician,Government,Institutions,96,11679871,121665,24.6232
13459,H. G. Wells,Male,1866,Bromley,,United Kingdom,Europe,51.407,0.021,Writer,Language,Humanities,71,9891390,139315,24.6224
324391,Miguel Ángel Asturias,Male,1899,Guatemala City,,Guatemala,North America,14.61333,-90.53528,Writer,Language,Humanities,63,2084479,33087,24.6218
161240,Prosper Mérimée,Male,1803,Paris,,France,Europe,48.8567,2.3508,Writer,Language,Humanities,52,1582250,30428,24.6216
155712,Max Bruch,Male,1838,Cologne,,Germany,Europe,50.93639,6.95278,Composer,Music,Arts,35,980379,28011,24.6208
169991,Karl May,Male,1842,Hohenstein-Ernstthal,,Germany,Europe,50.8,12.71667,Writer,Language,Humanities,36,2624547,72904,24.6206
195357,Pelagius,Male,354,Other,,Unknown,Unknown,,,Philosopher,Philosophy,Humanities,30,704249,23475,24.6206
37875,August Ferdinand Möbius,Male,1790,Pforta,,Germany,Europe,51.1425,11.75222,Mathematician,Math,Science & Technology,41,612996,14951,24.6196
253441,Leo VI the Wise,Male,866,Istanbul,,Turkey,Asia,41.01224,28.97602,Politician,Government,Institutions,40,406442,10161,24.6193
419084,Ahmad ibn Hanbal,Male,780,Baghdad,,Iraq,Asia,33.33333,44.43333,Writer,Language,Humanities,31,1249553,40308,24.6189
150876,Christian IV of Denmark,Male,1577,Hillerød,,Denmark,Europe,55.935,12.30083,Politician,Government,Institutions,31,1168738,37701,24.6188
49241,Gustav Holst,Male,1874,Cheltenham,,United Kingdom,Europe,51.88333,-2.06667,Composer,Music,Arts,37,2139397,57822,24.6186
46531,Richard II of England,Male,1367,Bordeaux,,France,Europe,44.84,-0.58,Politician,Government,Institutions,50,3849518,76990,24.6177
1009234,Milarepa,Male,1052,Tsa,,China,Asia,32.27,87.09,Philosopher,Philosophy,Humanities,28,723529,25840,24.6175
8300,Doris Day,Female,1924,Cincinnati,OH,United States,North America,39.1,-84.51667,Actor,Film And Theatre,Arts,49,10096655,206054,24.6167
350061,Stanisław August Poniatowski,Male,1732,Voŭčyn,,Belarus,Europe,,,Politician,Government,Institutions,33,2876682,87172,24.6165
171297,Cleanthes,Male,-301,Assos,,Turkey,Asia,39.48778,26.33694,Philosopher,Philosophy,Humanities,26,223267,8587,24.616
24592,Pope Theodore II,Male,840,Rome,,Italy,Asia,41.9,12.5,Religious Figure,Religion,Institutions,48,268364,5591,24.6156
73572,Edmund Hillary,Male,1919,Auckland,,New Zealand,Oceania,-36.84056,174.74,Mountaineer,Individual Sports,Sports,96,5108436,53213,24.6151
227132,Jan Steen,Male,1626,Leiden,,Netherlands,Europe,52.16667,4.48333,Painter,Fine Arts,Arts,35,764156,21833,24.6149
5693,Claude Elwood Shannon,Male,1916,Petoskey,MI,United States,North America,45.37333,-84.95528,Computer Scientist,Computer Science,Science & Technology,45,2359482,52433,24.6144
1925495,Theuderic IV,Male,712,Other,,Unknown,Unknown,,,Politician,Government,Institutions,32,251882,7871,24.6144
48594,Samuel Johnson,Male,1709,Lichfield,,United Kingdom,Europe,52.6835,-1.82653,Writer,Language,Humanities,44,3718918,84521,24.614
19729241,Rutherford B. Hayes,Male,1822,Delaware,OH,United States,North America,40.29889,-83.07194,Politician,Government,Institutions,86,4029775,46858,24.6134
177655,"Arthur, Prince of Wales",Male,1486,Winchester,,United Kingdom,Europe,51.0613,-1.3134,Nobleman,Government,Institutions,34,632931,18616,24.6132
239947,Ludovico Sforza,Male,1452,Lombardy,,Italy,Europe,45.31667,8.86667,Nobleman,Government,Institutions,32,1095912,34247,24.613
363875,Pope John XVII,Male,950,Rapagnano,,Italy,Europe,43.16667,13.6,Religious Figure,Religion,Institutions,44,335360,7622,24.6129
954222,Isabeau of Bavaria,Female,1370,Munich,,Germany,Europe,48.13333,11.56667,Companion,Companions,Public Figure,29,751706,25921,24.612
23552524,Eusébio,Male,1942,Maputo,,Mozambique,Africa,-25.96667,32.58333,Soccer Player,Team Sports,Sports,51,2989477,58617,24.6116
23833,Pope Anastasius III,Male,850,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,50,299989,6000,24.6115
229575,Michel Ney,Male,1769,Saarland,,Germany,Europe,49.31667,6.75,Military Personnel,Military,Institutions,40,1583439,39586,24.6112
40225,George IV of the United Kingdom,Male,1762,London,,United Kingdom,Europe,51.50472,-0.1375,Politician,Government,Institutions,56,5136413,91722,24.6109
763478,Ivan Aivazovsky,Male,1817,Crimea,,Russia,Europe,45.04889,35.37917,Painter,Fine Arts,Arts,45,1106208,24582,24.6109
391067,Thorismund,Male,400,Other,,Unknown,Unknown,,,Politician,Government,Institutions,26,147093,5657,24.6104
151080,"Matthias, Holy Roman Emperor",Male,1557,Vienna,,Austria,Europe,48.2,16.36667,Politician,Government,Institutions,43,397675,9248,24.6088
85775,Junianus Justinus,Male,300,Other,,Unknown,Unknown,,,Historian,History,Humanities,32,95746,2992,24.6074
