comment,label,rate,
Chỉ sợ ko vừa nhưng cuối cùng lại vừa xinh :).,POS,5,
Thất vọng.,NEG,1,
Rất đáng tiền.Ở ngoài đẹp hơn trên hình luôn 😘😘😘.,POS,5,
Màu trùng nhau nhiều qá.,NEU,3,
Ủng hộ hết tiền luôn hehe.,POS,5,
"Cạnh của kính ko dk mượt cho lắm, bảo fulll màn nhưng vẫn bị thiếu tí.",NEG,2,
Hàng này chất vải k được tốt giặt đã phai ra rồi cái màu cam đất k được đẹp.,NEG,2,
Áo mới mà dính mực.nói chung Tiền nào của đó Chất lượng sản phẩm tạm được.,NEG,2,
"Rất đẹp, to, nhưng mà đường chỉ có vài chỗ đứt nhưng cũng không ảnh hưởng gì lắm.",POS,4,
Hang ok.,POS,4,
Đáng tiền mua nha :))).,POS,5,
Rát ưng luôn ạ ❤️.,POS,5,
Rất đáng tiền.,POS,5,
"Thời gian giao hàng rất nhanh, Đóng gói sản phẩm chắc chắn nhưng không đẹp, miệng tách men không đều, ủng hộ shop thì cho 5 sao.",NEU,3,
Vải minh đẹp lắm ạ❤️ e ủng hộ shop dài dài nè :)).,POS,4,
Chất mỏng dùng cũng tạm được 😅😅.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Trả lời tư vẫn cũng nhiệt tình nữa :)).,NEU,3,
Treo đầu Dê bán thịt chó!!!!,NEG,1,
Mọi người nên mua ạ.🤩🤩.,POS,4,
Rất xinh.,POS,5,
Mình mua hanfu với sườn xám còn được tặng quà nè.,POS,5,
Bóng dùng khá tốt.,POS,4,
Với mức giá vậy thì quần này tốt lắm.,NEU,3,
Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Thời gian giao hàng chậm.,NEU,3,
Tôi thấy tốt.,POS,4,
Mình đã nhận được hàng và khá là ưng ý.,POS,4,
Chất vải áo ok nhưng vải quần k giống chất vải ảo nên mình xin đổi lại lấy bộ khác .shop rất vui ve tư vấn nhiệt tình cho shop 5sao vì phục vụ tốt.,POS,4,
"Khung ảnh đẹp, chắn chắn, để hình vào cùng là siêu yêu luôn 😍😍😍, chủ shop nhiệt tình dễ thương, mặc dù đêm khuya vẫn nhiệt tình tư vấn, sẽ ủng hộ shop dài dài 😍.",POS,5,
Đáng tiền.,POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn. rat tủyet.,POS,5,
"mua hang o shop nhieu lan, nhung lan nay la thay that vong, vi giao k dung màu, minh dat 1xanh navy, 2 mau da, 1 mau trang, shop het mau xanh va trang, thi phai nt cho minh biet, de minh thay doi ao khac chu, dang nay k noi gi, ma tu y giao nhu vay, trong khi minh da de lai chu y rat ro rang.",NEG,1,
Vs tôi đánh giá 4 sao cho shop vậy.,NEU,3,
Còn nhiều keo và đường viết bạc.,NEG,2,
Sẽ ủng hộ shop dài dài.,POS,5,
Giày bé rất iu.,POS,5,
Túi đẹp nhưng hơi bé xíu.,NEU,3,
"Quần mát, mặc thoải mái như ko mặc.",POS,4,
Vai mong.,NEG,2,
Nhưng trừ điểm vì giày adidas mà lót giày logo nike :)).,NEU,3,
Shop cần nâng chất lượng vải lên thì sẽ ủng shop dài dài.,POS,4,
Quần hơi xấu.,NEU,3,
Chất lượng sản phẩm được hợp giá tiền.,POS,5,
Rất đáng tiền.,POS,5,
Thời gian giao hàng rất nhanh.,POS,5,
"Không như những shop khác mình từng mua , bên họ làm hư đồ mình , nói đổi lại mà k thấy đâu.",NEG,2,
Đóng gói sản phẩm rất đẹp và chắc chắn .,NEU,3,
Hàng đẹp nhưng bị lỗi về chốt gài k gài được.,POS,4,
Và dài mình 53 kg nhưng vẫn rộng.,NEG,2,
"Áo hơi bự chút nhưng xinh ạ, 😁.",POS,4,
Mã nạp nhanh.,POS,4,
Shop lần sau giao hàng cần để nguyên bao bì vỏ hộp nhe.,NEU,3,
đổi qa cục này qá êm...,POS,4,
Shop nhiệt tình.,POS,5,
"Shop giao hàng nhanh, nhưng mà chỉ thừa nhiều, ngắn quá, và hơi mỏng hơn kỳ vọng nữa hic.",NEU,3,
"Chất lượng sản phẩm tuyệt vời Rất đáng tiền,giặt rất nhanh khô nữa.",POS,4,
"Đóng gói sản phẩm rất đẹp và chắc chắn, hàng k đẹp.",NEG,2,
Chủ shop có tâm nhứt HMT luôn é !,POS,4,
"Đòng gói cẩn thận, tư vấn dễ thương.",POS,4,
"Áo ko dài như mô tả, chất vải thì cũng ok.",NEU,3,
Shop phục vụ tốt.,POS,4,
"Tay áo không dài như hình nhưng cũng khá xinh, chất liệu vải mềm mịn.",POS,4,
Cảm ơn shop nhé.,POS,5,
Mua hai cai nhung chi sai duoc mot cai that vong Va.,NEG,1,
Nói chung là hàng ok lắm.,POS,5,
"Cái này mặc với quần dày, tối màu thôi nhé, các bạn mặc áo dài, quần trắng, mỏng đừng bon chen 😂.",NEU,3,
"Áo đẹp,chất thun mát,cắt may rất cẩn thận.",POS,4,
Trông rất xấu!,NEG,1,
Không nên mua.,NEG,1,
"Hàng đẹp giống y như hình ảnh, chất lượng khá tốt, sẽ tiếp tục ủng hộ shop ^^.",POS,5,
Mua cùng 1 loại nhưng cái áo này loại khác.,NEU,3,
Áo rất nhăn.,NEG,2,
Hàng hok như hình cho lắm.,NEG,1,
Rất đẹp 😍.,POS,5,
E chẳng biết nói j.,NEU,3,
Shop giao còn thiếu 2 bộ lót giày cho mình nhé.,NEG,2,
Trước giờ mình mặc rất thích.,POS,4,
Chất lượng sản phẩm tuyệt vời .,POS,5,
"Sản phẩm rất tuyệt, giao hàng nhanh, đóng gói cực đẹp.",POS,5,
Đặt màu xang đen gửi màu đen.,NEU,3,
Vải kug ok mà k thích mặc bó sát.,POS,4,
Tư vấn tốt.,POS,4,
Chất lượng sản phẩm tuyệt vời.,POS,5,
"size áo không chuẩn, size 38 mà như kiểu 36, mặc rất chật, thất vọng khi nhận.",NEG,1,
Hàng đẹp và giá cả hợp lý..,POS,5,
Đèn sáng tốt.,POS,5,
Điểm 10 cho sự phục vụ của shop.,POS,5,
"Luc đầu chưa tin lắm, Chủ shop tu vấn rat nhiệt tình,bĩm xài thích lắm, bé rat thoải mái...",POS,4,
Cảm ơn shop.,NEU,3,
Shop lựa size cho khách hàng quá chuẩn ạ.,POS,5,
"Mọi ng nên nhắn tin hỏi shop tư vấn, mìn ngại đổi nên ok luôn!!",POS,4,
Áo rất cute chất vải tuyệt vời cám ơn ạ 😍.,POS,5,
"Đóng gói sản phẩm kém, mở ra mà tem đã bị thế rồi.",NEG,2,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,
Sim tốt mà phục vụ cũng tốt :)).,POS,5,
Chất lượng sản phẩm kém😑.,NEG,1,
Tương đối ổn.,POS,4,
Còn quá nhiều chỉ thừa!,NEG,2,
Bán đồ như giẻ ..,NEG,1,
Chất lượng tốt.,POS,5,
"Áo đẹp,chất ổn😍😍.",POS,4,
Đóng gói sản phẩm bằng túi ni lông mỏng nên khi cắt bị cắt vào áo !,NEU,3,
Giống như hình 😘😘.,POS,5,
Shop bảo là có thể đổi khi không vừa size bây giờ nhạn đc hàng thì bảo là không đổi đc.,NEG,1,
San phẩm đẹp.,POS,4,
Với giá tiền thì chất lượng ở mức Hài lòng.,POS,4,
"Thời gian giao hàng nhanh, màu áo không giống như trong hình.",NEU,3,
Rat hai long ve sp Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn 😊.,POS,5,
"Đây là một sản phẩm rất hữu ích, chất lượng tốt so với giá bán, Đóng gói sản phẩm rất đẹp và chắc chắn, Rất đáng tiền.",POS,5,
Đáng tiền.,POS,4,
Thời gian giao hàng rất nhanh Rất đáng tiền Chất lượng sản phẩm tuyệt vời.,POS,5,
Minh cao 1m55 đắp vừa.tháo mền ra còn gối nằm vẫn OK.,POS,4,
Áo phai màu và đứt chỉ.,NEG,2,
Ai còn phân vân thì mua ngay đi này🤗🤗🤗.,POS,4,
Về sửa cũng Ok. 3sao vì bị bẩn chút ngay chỗ áo ngực giặt ko sạch Chất lượng sản phẩm tạm được.,NEU,3,
Có màu khác nữa thì đẹp.,NEU,3,
"Đóng gói san Đóng gói sản phẩm Không đẹp một điều tồi tệ Là giao hàng không Đủ còn thiếu một hàng mà shop lại Lấy đủ tiền ,không có hàng thì shop bảo không có đi.",NEG,2,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,POS,5,
Chưa sử dụng thử nhưng vẫn cho shop 5* vì đóng gói rất chắc chắn.,POS,5,
Hết sức ưng ý.,POS,5,
Ok.,NEU,3,
"Chất lượng sản phẩm rất kém, Áo thân bên to nhỏ, ko đều, nẹp Áo may nhăn nhúm, vải rất xấu, mua 3bộ chỉ 1bộ tạm ổn với giá tiền!!!",NEG,1,
Nhưng áo dày đc.,POS,4,
Áo tuyệt vời.,POS,5,
Tuy k đúng hàng nhưng cũng phải đủ chứ.,NEG,1,
"Dép rất đẹp y hình, điểm trừ bé tẹo là hơi bẩn xí ở phần nơ nhưng không sao mình vẫn ưng ý lắm.",POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt.,POS,5,
good.,POS,4,
"Size s mặc hơi bị chật vai, tay.",NEU,3,
"Túi dày dặn, chắc chắn nhưng trừ 1* vì đã note trong lưu ý là cho màu xanh nhưng shop gửi màu đỏ mà ko confirm lại trước cho khách.",POS,4,
"Đẹp nhưng đế hơi cứng, đi lâu dễ đau chân.",NEU,3,
Tiền nào của náy.,NEU,3,
Ko trả lời câu hơi của khách.,NEG,1,
"Chỉ có đường chỗ phần nẹp ở eo may không đều nhau lắm, có xíu vết dơ cỡ 1cm sau áo.",NEU,3,
Chất lượng sản phẩm tuyệt vời Mỗi tội hơi dài tí.,POS,4,
Chất oki.,NEU,3,
Màu thiên về cam chứ không hồng như ảnh.,NEG,2,
Cho shop 100 điểm 👍👍👍.,POS,5,
"Đã nhận được hàng, thời gian giao hàng nhanh.",POS,4,
Mình 1m63 52kg mà mặc quần ôm lắm ngồi xuống là rách luôn.,NEU,3,
Đặt theo tư vấn size M nhưng eo rộng so với mình.,NEU,3,
Thời gian giao hàng tạm được.,NEU,3,
"Chủ shop nhiệt tình, áo k ưng í lắm, gặp phải ông shiper k ra gì :)).",NEG,2,
Chất vải bao mịn đẹp.😗 Rất rất rất ưng ý ❤❤.,POS,5,
Hai long.,POS,4,
Phí tiền.,NEG,1,
Bạn nào dùng chơi thì mua vẫn ok.,NEU,3,
Mỗi tội size S bé nhất rồi mà vẫn rộng.,NEU,3,
Hơn bé.,NEU,3,
Mặc rất OK.,POS,4,
"Tuy nhiên chất lượng hàng không đạt yêu cầu, vải xấu, đường may k đẹp, chỉ thừa và lỗi nhiều, màu in bị lem, áo bị ố màu.",NEG,2,
Hài lòng với sp.,POS,4,
Đúng kiểu ullzang hàn quốc sang chảnh nên mình thíc lắm.ahihi.,POS,5,
Chất lượng sảnphẩm tot tiep tuc phat huy nhe shop!,POS,5,
Màu hơi khác với hình nhưng thái độ phục vụ của shop ok.,NEU,3,
Chất lượng sản phẩm tạm được.,POS,4,
Chất liệu vải rất tốt shop dễ thương lắm ạh ^^.,POS,5,
Kích hoạt thành công.,NEU,3,
Shop lại giao lyly.,NEU,3,
Áo đẹp mềm nhưng hơi hôi keo Đóng gói sản phẩm rất đẹp và chắc chắn.,NEU,3,
Hàng đẹp y hình .,POS,5,
Shop cứ bán HÀNG Y HÌNH thế này thì sẽ ủng hộ nhiều!,POS,4,
Chất lượng áo quá tốt so với giá tiền.,POS,5,
"Có điều, áo hơi nhiều bụi vải 1 tí.",NEU,3,
Tặng shop 5 sao.,POS,5,
Giao đúng màu ạ.,NEU,3,
Vải cực kì mịn.,POS,4,
"Mẫu dep, nhung vai kg dep.",NEU,3,
Không như hình đăng.,NEG,2,
Màu siêu yêu.,POS,5,
Nên sửa lại cách phục vụ.,NEG,1,
Quần chỉ k dc chắc chắn.,NEG,2,
Áo này ai eo con kiến mặc siêu đẹp.,NEU,3,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Sẽ ủng hộ nữa.,POS,5,
"Rất đẹp,tuyệt vời.",POS,5,
Tiền nào của đó thôi ak!,NEU,3,
"Chất vải và đường may quá kém, chưa mặc đã bung hết ra.",NEG,1,
Giày hơi lỗi tý @ đóng gói tốt giao hàng nhanh và a ship hàng vui tính k bt đọc tên giày =)).,POS,4,
"Gói hàng siêu cẩn thận, giao hàng nhanh, chất lượng sản phẩm tốt.",POS,5,
Đầm rất đẹp.,POS,5,
hàng chất lượng yêu shop nhiều.,POS,5,
"balo nhỏ hơn nhiều so vs số đo trong phần giới thiệu sp, vải mềm, dễ thấm nước, vải quá mềm và mỏng khiến balo ko đứng đc, khá thất vọng khi nhận đc sp.",NEG,1,
Ngăn hơi nhỏ.,NEU,3,
Ngon.,POS,5,
"màu sắc đẹp,chất vải nóng.",NEU,3,
Mình mua đến lần thứ N.,POS,5,
Mỏng hơn cái ở nhà.,NEG,2,
Mua lần 2.,NEU,3,
Đặt mẫu bé trai size 5 thì giao 1 bộ của bé gái.1 bộ size 4.,NEG,2,
Sp đep giao hang nhanh.,POS,5,
Phuc vu tot.,POS,5,
"Áo đẹp, giá hợp lí.",POS,4,
"Cha Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt, Rất đáng tiền.",POS,5,
Đóng gói sản phẩm tồi như của vất đi.,NEG,1,
Chất vãi dày đáng tiền.,POS,4,
Gửi thiếu hàng áo thì vải quá xấu.,NEG,1,
Vừa in.,NEU,3,
Sản phẩm đúng như mô tả .rất đẹp .giao hàng nhanh .👍.,POS,5,
<3.,NEU,3,
"Shop này rất ưng ý, lần thứ 1 mua đồ ưng quay lại lần 2 mua tiếp và còn có nhiều lần nữa sẽ mua đồ của shop.",POS,5,
Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,POS,5,
Thankss shop nhiều nha.,POS,5,
Người bán nói chuyện rất dể thuong.,POS,4,
Áo len rất to.,NEU,3,
K lượng kém Đóng gói sản phẩm kém Không đáng tiền.,NEG,1,
Ai 46kg do xuống thì mặc rộng .,POS,4,
Shop phục vụ rất tốt ạ ❤️.,POS,5,
Áo siêu đẹp ❤️.,POS,5,
Hộp pin k vừa pin.,NEU,3,
Đặt màu đen gửi màu da.,NEU,3,
Áo quá đẹp so với giá!,POS,5,
Chất lượng áo tạm được.,NEU,3,
"dáng k đẹp, ống quần cổ chân quá to.",NEG,1,
"Hàng rất đẹp, chất nhẹ, rất mát.",POS,5,
"Hàng giống hình, bề măt túi hoi cứng.",POS,4,
Hàng xuất nên rộng lắm.,NEU,3,
Chất rất đẹp.,POS,4,
"Chất lượng sản phẩm tuyệt vời, uống ngon.",POS,5,
Sản phẩm rất đẹp mặc rất vừa vặn.,POS,5,
Shop phục vụ kém.,NEG,1,
Nói chung ok.,NEU,3,
"Mua hàng shop nhiều lần rồi, lúc nào cũng hài lòng.",POS,4,
áoo đẹp vải ok.,POS,4,
Sai mẫu áo.,NEG,2,
Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền.,POS,5,
"Áo len dầy lắm a, dạo này Sài Gòn đang nắng không biết khi nào mới mặc được ạ..",POS,5,
Còn tính năng khác cần thời gian thể nghiệm.,POS,4,
"Chất lượng sản phẩm tuyệt vời,được tặng thêm đôi tất nữa,yêu shop,mọi người mua đi,váy mạc lên xinh lắm.",POS,5,
Sp hơi gião ko tốt lắm chắc giặt nó sẽ dài ra mất.,NEG,2,
Chất lượng sản phẩm tạm được.,NEU,3,
"Chất vải đẹp, lên dáng chuẩn.",POS,5,
Giao sai màu 😂😂😂.,NEU,3,
Thank shop nha.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Chất lượng sản phẩm tốt Shop phục vụ khá tốt Đáng đồng tiền.,POS,5,
Hàng chấp nhận dc so với giá.,POS,4,
Tính ra chả đươck khuyến mãi gì cả.,NEU,3,
vải hơi thô.,NEU,3,
Chát vải đẹp và phải chăng.,POS,4,
Eo hơi rộng nhưng vẫn cho 5 sao vì đẹp :(((❤️.,POS,4,
Len rất mịn và mềm.,POS,5,
"Chất vải dày dặn, không phải loại mỏng đâu ạ, nói chung xứng đáng đồng tiền bát gạo, còn được shop tặng quà nữa, sẽ ủng hộ dài.",POS,5,
Rất ưng ý luôn ạ.,POS,5,
chất đẹp mỗi tội chiều dài hơi ngắn.,POS,4,
"- Vải mỏng, kéo 1 phát là dãn.",NEG,1,
Thiếu một món hàng. 1 charm đuôi cá ;).,NEG,2,
Mình chưa bàn đến chất lượng nhưng shop giao sai yêu cầu.,NEG,2,
"Chất lượng sản phẩm tốt, vải hơi mỏng.",POS,4,
Bên trong xấu.,NEG,1,
Chất lượng sản phẩm rất kém🔩.,NEG,1,
Chất lượng sản phẩm tuyệt vời- Thời gian giao hàng rất nhanh.,POS,5,
"Áo không có 2 túi ngay bụng,quần thì không túi, lưng quần nên có sợi dây cột để co giãn.",NEG,2,
Màu đẹp nhưng vải hơi mỏng.,POS,4,
Bự quá không mặc đc.kiểu thì ko như mình đã đặt.,NEG,2,
vải mềm minn cực thích.,POS,5,
Áo đẹp lắm ❤.,POS,5,
"Giao nhah , hàng chất so với giá bán❤️👍🏻 minh sẽ ụng hộ shop 😊.",POS,5,
"Dao sắc, nhỏ gọn, tiện lợi, dễ mang theo.",POS,5,
Bị cái form hơi to vs tay lỡ chứ không có ngắn.,NEG,2,
Đẹp lắm ạ.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh váy không có quần trong hơi mỏng nhưng OK.,NEU,3,
Vải mát vô cùng.,POS,5,
Shop uy tín.,POS,5,
Đáng mua lắm bà con ơi.,POS,5,
Hàng về hơi chậm Đóng gói sản phẩm rất đẹp và chắc chắn.,NEU,3,
"Chất lượng sản phẩm tuyệt vời.Rất đáng tiền.là màu hồng trầm chứ k tươi như trong ảnh shop đăng nhưng cũng ok,son lì,mềm mịn,dùng rất thích.",POS,4,
Sản phẩm không giống như shop giới thiệu !,NEG,2,
Very good !!!!,POS,5,
Quà tặng hơi bụi nhé shop nhưng ok.,POS,4,
"Áo form ko đẹp, nách áo bị hở 1 khoản.",NEG,1,
Mua sz S mà to như L.,NEG,2,
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh sản phẩm quá đẹp.,POS,5,
Hang đẹp gia ca phai chang.,POS,5,
Chất lượng rất tốt ạ.,POS,5,
Sẽ ủng hộ tiếp.,POS,4,
Dù sao cũng ủng hộ shop.,NEU,3,
"Ao dep,lan sau se ug ho shop tiep.",POS,5,
"Hàng đẹp y hình, Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn.",POS,5,
Thời gian giao hàng rất nhanh .,POS,4,
Phục vụ cũng rất tốt ạ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
"Vải mát nhưng nhăn quá, mặc mới có 15ph ngồi thôi mà đã nhàu như thế.",NEG,2,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Chất lượng sản phẩm tạm được Chất lượng sản phẩm tạm được Chất lượng sản phẩm tạm được Chất lượng sản phẩm tạm được Chất lượng sản phẩm tạm được.,POS,4,
Nay chủ nhật đi ăn rất ok.,POS,5,
Ok.,POS,4,
Size áo ko đúng lắm.,NEU,3,
"áo đẹp,vải dày thun 4 chiều mặc mát và rất thích.",POS,4,
Bạn nào cần liên hệ sp mình nhé.,NEU,3,
